,Year,(semi-) final,Edition,Jury or Televoting,From country,To country,Points
6495,2004,f,2004f,J,Norway,Iceland,5
6496,2004,f,2004f,J,Norway,Serbia & Montenegro,6
6497,2004,f,2004f,J,Norway,Sweden,12
6498,2004,f,2004f,J,Norway,Turkey,8
6499,2004,f,2004f,J,Norway,Ukraine,7
6500,2004,f,2004f,J,Poland,Cyprus,4
6501,2004,f,2004f,J,Poland,Germany,6
6502,2004,f,2004f,J,Poland,Greece,7
6503,2004,f,2004f,J,Poland,Malta,3
6504,2004,f,2004f,J,Poland,Serbia & Montenegro,5
6505,2004,f,2004f,J,Poland,Spain,1
6506,2004,f,2004f,J,Poland,Sweden,10
6507,2004,f,2004f,J,Poland,Turkey,8
6508,2004,f,2004f,J,Poland,Ukraine,12
6509,2004,f,2004f,J,Poland,United Kingdom,2
6510,2004,f,2004f,J,Portugal,Cyprus,3
6511,2004,f,2004f,J,Portugal,France,2
6512,2004,f,2004f,J,Portugal,Germany,8
6513,2004,f,2004f,J,Portugal,Greece,6
6514,2004,f,2004f,J,Portugal,Malta,1
6515,2004,f,2004f,J,Portugal,Romania,4
6516,2004,f,2004f,J,Portugal,Serbia & Montenegro,7
6517,2004,f,2004f,J,Portugal,Spain,12
6518,2004,f,2004f,J,Portugal,Sweden,5
6519,2004,f,2004f,J,Portugal,Ukraine,10
6520,2004,f,2004f,J,Romania,Albania,1
6521,2004,f,2004f,J,Romania,Cyprus,3
6522,2004,f,2004f,J,Romania,Germany,4
6523,2004,f,2004f,J,Romania,Greece,12
6524,2004,f,2004f,J,Romania,Serbia & Montenegro,8
6525,2004,f,2004f,J,Romania,Spain,5
6526,2004,f,2004f,J,Romania,Sweden,7
6527,2004,f,2004f,J,Romania,Turkey,10
6528,2004,f,2004f,J,Romania,Ukraine,6
6529,2004,f,2004f,J,Romania,United Kingdom,2
6530,2004,f,2004f,J,Russia,Croatia,5
6531,2004,f,2004f,J,Russia,Cyprus,6
6532,2004,f,2004f,J,Russia,France,4
6533,2004,f,2004f,J,Russia,Greece,7
6534,2004,f,2004f,J,Russia,Iceland,2
6535,2004,f,2004f,J,Russia,Serbia & Montenegro,10
6536,2004,f,2004f,J,Russia,Sweden,3
6537,2004,f,2004f,J,Russia,Turkey,8
6538,2004,f,2004f,J,Russia,Ukraine,12
6539,2004,f,2004f,J,Russia,United Kingdom,1
6540,2004,f,2004f,J,Serbia & Montenegro,Albania,8
6541,2004,f,2004f,J,Serbia & Montenegro,Bosnia & Herzegovina,6
6542,2004,f,2004f,J,Serbia & Montenegro,Croatia,5
6543,2004,f,2004f,J,Serbia & Montenegro,Cyprus,3
6544,2004,f,2004f,J,Serbia & Montenegro,North Macedonia,12
6545,2004,f,2004f,J,Serbia & Montenegro,Greece,7
6546,2004,f,2004f,J,Serbia & Montenegro,Russia,1
6547,2004,f,2004f,J,Serbia & Montenegro,Sweden,4
6548,2004,f,2004f,J,Serbia & Montenegro,Turkey,2
6549,2004,f,2004f,J,Serbia & Montenegro,Ukraine,10
6550,2004,f,2004f,J,Slovenia,Albania,4
6551,2004,f,2004f,J,Slovenia,Bosnia & Herzegovina,10
6552,2004,f,2004f,J,Slovenia,Croatia,5
6553,2004,f,2004f,J,Slovenia,Cyprus,1
6554,2004,f,2004f,J,Slovenia,North Macedonia,7
6555,2004,f,2004f,J,Slovenia,Germany,3
6556,2004,f,2004f,J,Slovenia,Greece,6
6557,2004,f,2004f,J,Slovenia,Serbia & Montenegro,12
6558,2004,f,2004f,J,Slovenia,Sweden,2
6559,2004,f,2004f,J,Slovenia,Ukraine,8
6560,2004,f,2004f,J,Spain,Cyprus,3
6561,2004,f,2004f,J,Spain,France,4
6562,2004,f,2004f,J,Spain,Germany,12
6563,2004,f,2004f,J,Spain,Greece,7
6564,2004,f,2004f,J,Spain,Poland,1
6565,2004,f,2004f,J,Spain,Romania,10
6566,2004,f,2004f,J,Spain,Serbia & Montenegro,6
6567,2004,f,2004f,J,Spain,Sweden,5
6568,2004,f,2004f,J,Spain,Turkey,2
6569,2004,f,2004f,J,Spain,Ukraine,8
6570,2004,f,2004f,J,Sweden,Albania,7
6571,2004,f,2004f,J,Sweden,Bosnia & Herzegovina,8
6572,2004,f,2004f,J,Sweden,Cyprus,6
6573,2004,f,2004f,J,Sweden,Greece,4
6574,2004,f,2004f,J,Sweden,Norway,3
6575,2004,f,2004f,J,Sweden,Poland,1
6576,2004,f,2004f,J,Sweden,Serbia & Montenegro,12
6577,2004,f,2004f,J,Sweden,Turkey,5
6578,2004,f,2004f,J,Sweden,Ukraine,10
6579,2004,f,2004f,J,Sweden,United Kingdom,2
6580,2004,f,2004f,J,Switzerland,Albania,7
6581,2004,f,2004f,J,Switzerland,Bosnia & Herzegovina,5
6582,2004,f,2004f,J,Switzerland,Croatia,3
6583,2004,f,2004f,J,Switzerland,Cyprus,2
6584,2004,f,2004f,J,Switzerland,North Macedonia,1
6585,2004,f,2004f,J,Switzerland,Germany,10
6586,2004,f,2004f,J,Switzerland,Greece,4
6587,2004,f,2004f,J,Switzerland,Serbia & Montenegro,12
6588,2004,f,2004f,J,Switzerland,Spain,6
6589,2004,f,2004f,J,Switzerland,Turkey,8
6590,2004,f,2004f,J,The Netherlands,Albania,1
6591,2004,f,2004f,J,The Netherlands,Belgium,5
6592,2004,f,2004f,J,The Netherlands,Bosnia & Herzegovina,2
6593,2004,f,2004f,J,The Netherlands,Cyprus,8
6594,2004,f,2004f,J,The Netherlands,Germany,3
6595,2004,f,2004f,J,The Netherlands,Greece,6
6596,2004,f,2004f,J,The Netherlands,Serbia & Montenegro,10
6597,2004,f,2004f,J,The Netherlands,Spain,4
6598,2004,f,2004f,J,The Netherlands,Turkey,12
6599,2004,f,2004f,J,The Netherlands,Ukraine,7
6600,2004,f,2004f,J,Turkey,Albania,6
6601,2004,f,2004f,J,Turkey,Bosnia & Herzegovina,7
6602,2004,f,2004f,J,Turkey,Cyprus,1
6603,2004,f,2004f,J,Turkey,North Macedonia,4
6604,2004,f,2004f,J,Turkey,Germany,5
6605,2004,f,2004f,J,Turkey,Greece,10
6606,2004,f,2004f,J,Turkey,Serbia & Montenegro,8
6607,2004,f,2004f,J,Turkey,Spain,2
6608,2004,f,2004f,J,Turkey,Sweden,3
6609,2004,f,2004f,J,Turkey,Ukraine,12
6610,2004,f,2004f,J,Ukraine,Croatia,7
6611,2004,f,2004f,J,Ukraine,Cyprus,4
6612,2004,f,2004f,J,Ukraine,North Macedonia,3
6613,2004,f,2004f,J,Ukraine,Greece,8
6614,2004,f,2004f,J,Ukraine,Malta,1
6615,2004,f,2004f,J,Ukraine,Poland,5
6616,2004,f,2004f,J,Ukraine,Russia,10
6617,2004,f,2004f,J,Ukraine,Serbia & Montenegro,12
6618,2004,f,2004f,J,Ukraine,Sweden,2
6619,2004,f,2004f,J,Ukraine,Turkey,6
6620,2004,f,2004f,J,United Kingdom,Albania,1
6621,2004,f,2004f,J,United Kingdom,Cyprus,10
6622,2004,f,2004f,J,United Kingdom,Germany,4
6623,2004,f,2004f,J,United Kingdom,Greece,12
6624,2004,f,2004f,J,United Kingdom,Ireland,7
6625,2004,f,2004f,J,United Kingdom,Malta,2
6626,2004,f,2004f,J,United Kingdom,Serbia & Montenegro,3
6627,2004,f,2004f,J,United Kingdom,Sweden,8
6628,2004,f,2004f,J,United Kingdom,Turkey,6
6629,2004,f,2004f,J,United Kingdom,Ukraine,5
6630,2004,sf,2004sf,J,Albania,Bosnia & Herzegovina,10
6631,2004,sf,2004sf,J,Albania,Estonia,1
6632,2004,sf,2004sf,J,Albania,North Macedonia,8
6633,2004,sf,2004sf,J,Albania,Finland,7
6634,2004,sf,2004sf,J,Albania,Greece,12
6635,2004,sf,2004sf,J,Albania,Israel,5
6636,2004,sf,2004sf,J,Albania,Malta,6
6637,2004,sf,2004sf,J,Albania,Monaco,2
6638,2004,sf,2004sf,J,Albania,Serbia & Montenegro,4
6639,2004,sf,2004sf,J,Albania,Ukraine,3
6640,2004,sf,2004sf,J,Andorra,Albania,6
6641,2004,sf,2004sf,J,Andorra,Cyprus,2
6642,2004,sf,2004sf,J,Andorra,Greece,8
6643,2004,sf,2004sf,J,Andorra,Israel,3
6644,2004,sf,2004sf,J,Andorra,Malta,5
6645,2004,sf,2004sf,J,Andorra,Monaco,4
6646,2004,sf,2004sf,J,Andorra,Portugal,12
6647,2004,sf,2004sf,J,Andorra,Serbia & Montenegro,1
6648,2004,sf,2004sf,J,Andorra,The Netherlands,7
6649,2004,sf,2004sf,J,Andorra,Ukraine,10
6650,2004,sf,2004sf,J,Austria,Albania,7
6651,2004,sf,2004sf,J,Austria,Bosnia & Herzegovina,10
6652,2004,sf,2004sf,J,Austria,Croatia,8
6653,2004,sf,2004sf,J,Austria,Cyprus,6
6654,2004,sf,2004sf,J,Austria,North Macedonia,2
6655,2004,sf,2004sf,J,Austria,Greece,5
6656,2004,sf,2004sf,J,Austria,Israel,1
6657,2004,sf,2004sf,J,Austria,Serbia & Montenegro,12
6658,2004,sf,2004sf,J,Austria,The Netherlands,3
6659,2004,sf,2004sf,J,Austria,Ukraine,4
6660,2004,sf,2004sf,J,Belarus,Croatia,7
6661,2004,sf,2004sf,J,Belarus,Cyprus,6
6662,2004,sf,2004sf,J,Belarus,Greece,8
6663,2004,sf,2004sf,J,Belarus,Israel,3
6664,2004,sf,2004sf,J,Belarus,Latvia,4
6665,2004,sf,2004sf,J,Belarus,Lithuania,2
6666,2004,sf,2004sf,J,Belarus,Malta,1
6667,2004,sf,2004sf,J,Belarus,Serbia & Montenegro,10
6668,2004,sf,2004sf,J,Belarus,The Netherlands,5
6669,2004,sf,2004sf,J,Belarus,Ukraine,12
6670,2004,sf,2004sf,J,Belgium,Albania,5
6671,2004,sf,2004sf,J,Belgium,Bosnia & Herzegovina,3
6672,2004,sf,2004sf,J,Belgium,Cyprus,6
6673,2004,sf,2004sf,J,Belgium,Finland,1
6674,2004,sf,2004sf,J,Belgium,Greece,10
6675,2004,sf,2004sf,J,Belgium,Israel,2
6676,2004,sf,2004sf,J,Belgium,Portugal,4
6677,2004,sf,2004sf,J,Belgium,Serbia & Montenegro,7
6678,2004,sf,2004sf,J,Belgium,The Netherlands,12
6679,2004,sf,2004sf,J,Belgium,Ukraine,8
6680,2004,sf,2004sf,J,Bosnia & Herzegovina,Albania,6
6681,2004,sf,2004sf,J,Bosnia & Herzegovina,Croatia,10
6682,2004,sf,2004sf,J,Bosnia & Herzegovina,Denmark,3
6683,2004,sf,2004sf,J,Bosnia & Herzegovina,North Macedonia,8
6684,2004,sf,2004sf,J,Bosnia & Herzegovina,Greece,5
6685,2004,sf,2004sf,J,Bosnia & Herzegovina,Malta,4
6686,2004,sf,2004sf,J,Bosnia & Herzegovina,Serbia & Montenegro,12
6687,2004,sf,2004sf,J,Bosnia & Herzegovina,Slovenia,1
6688,2004,sf,2004sf,J,Bosnia & Herzegovina,The Netherlands,2
6689,2004,sf,2004sf,J,Bosnia & Herzegovina,Ukraine,7
6690,2004,sf,2004sf,J,Croatia,Albania,7
6691,2004,sf,2004sf,J,Croatia,Bosnia & Herzegovina,10
6692,2004,sf,2004sf,J,Croatia,Cyprus,2
6693,2004,sf,2004sf,J,Croatia,North Macedonia,5
6694,2004,sf,2004sf,J,Croatia,Greece,6
6695,2004,sf,2004sf,J,Croatia,Malta,1
6696,2004,sf,2004sf,J,Croatia,Serbia & Montenegro,12
6697,2004,sf,2004sf,J,Croatia,Slovenia,3
6698,2004,sf,2004sf,J,Croatia,The Netherlands,4
6699,2004,sf,2004sf,J,Croatia,Ukraine,8
6700,2004,sf,2004sf,J,Cyprus,Albania,1
6701,2004,sf,2004sf,J,Cyprus,Denmark,3
6702,2004,sf,2004sf,J,Cyprus,Finland,6
6703,2004,sf,2004sf,J,Cyprus,Greece,12
6704,2004,sf,2004sf,J,Cyprus,Israel,2
6705,2004,sf,2004sf,J,Cyprus,Lithuania,7
6706,2004,sf,2004sf,J,Cyprus,Monaco,4
6707,2004,sf,2004sf,J,Cyprus,Serbia & Montenegro,10
6708,2004,sf,2004sf,J,Cyprus,The Netherlands,5
6709,2004,sf,2004sf,J,Cyprus,Ukraine,8
6710,2004,sf,2004sf,J,Denmark,Albania,7
6711,2004,sf,2004sf,J,Denmark,Bosnia & Herzegovina,12
6712,2004,sf,2004sf,J,Denmark,Cyprus,5
6713,2004,sf,2004sf,J,Denmark,North Macedonia,1
6714,2004,sf,2004sf,J,Denmark,Greece,3
6715,2004,sf,2004sf,J,Denmark,Israel,2
6716,2004,sf,2004sf,J,Denmark,Malta,4
6717,2004,sf,2004sf,J,Denmark,Serbia & Montenegro,10
6718,2004,sf,2004sf,J,Denmark,The Netherlands,8
6719,2004,sf,2004sf,J,Denmark,Ukraine,6
6720,2004,sf,2004sf,J,Estonia,Albania,1
6721,2004,sf,2004sf,J,Estonia,Belarus,2
6722,2004,sf,2004sf,J,Estonia,Cyprus,6
6723,2004,sf,2004sf,J,Estonia,Denmark,3
6724,2004,sf,2004sf,J,Estonia,Finland,7
6725,2004,sf,2004sf,J,Estonia,Greece,4
6726,2004,sf,2004sf,J,Estonia,Latvia,5
6727,2004,sf,2004sf,J,Estonia,Malta,10
6728,2004,sf,2004sf,J,Estonia,The Netherlands,8
6729,2004,sf,2004sf,J,Estonia,Ukraine,12
6730,2004,sf,2004sf,J,North Macedonia,Albania,12
6731,2004,sf,2004sf,J,North Macedonia,Bosnia & Herzegovina,5
6732,2004,sf,2004sf,J,North Macedonia,Croatia,6
6733,2004,sf,2004sf,J,North Macedonia,Finland,2
6734,2004,sf,2004sf,J,North Macedonia,Greece,7
6735,2004,sf,2004sf,J,North Macedonia,Malta,4
6736,2004,sf,2004sf,J,North Macedonia,Serbia & Montenegro,10
6737,2004,sf,2004sf,J,North Macedonia,Slovenia,1
6738,2004,sf,2004sf,J,North Macedonia,The Netherlands,3
6739,2004,sf,2004sf,J,North Macedonia,Ukraine,8
6740,2004,sf,2004sf,J,Finland,Albania,6
6741,2004,sf,2004sf,J,Finland,Croatia,1
6742,2004,sf,2004sf,J,Finland,Cyprus,7
6743,2004,sf,2004sf,J,Finland,Denmark,4
6744,2004,sf,2004sf,J,Finland,Estonia,12
6745,2004,sf,2004sf,J,Finland,Greece,5
6746,2004,sf,2004sf,J,Finland,Israel,2
6747,2004,sf,2004sf,J,Finland,Serbia & Montenegro,10
6748,2004,sf,2004sf,J,Finland,The Netherlands,3
6749,2004,sf,2004sf,J,Finland,Ukraine,8
6750,2004,sf,2004sf,J,Germany,Albania,8
6751,2004,sf,2004sf,J,Germany,Bosnia & Herzegovina,7
6752,2004,sf,2004sf,J,Germany,Croatia,5
6753,2004,sf,2004sf,J,Germany,Cyprus,4
6754,2004,sf,2004sf,J,Germany,North Macedonia,3
6755,2004,sf,2004sf,J,Germany,Greece,10
6756,2004,sf,2004sf,J,Germany,Israel,1
6757,2004,sf,2004sf,J,Germany,Serbia & Montenegro,12
6758,2004,sf,2004sf,J,Germany,The Netherlands,2
6759,2004,sf,2004sf,J,Germany,Ukraine,6
6760,2004,sf,2004sf,J,Greece,Albania,8
6761,2004,sf,2004sf,J,Greece,Cyprus,12
6762,2004,sf,2004sf,J,Greece,North Macedonia,4
6763,2004,sf,2004sf,J,Greece,Finland,5
6764,2004,sf,2004sf,J,Greece,Israel,3
6765,2004,sf,2004sf,J,Greece,Lithuania,2
6766,2004,sf,2004sf,J,Greece,Malta,1
6767,2004,sf,2004sf,J,Greece,Serbia & Montenegro,10
6768,2004,sf,2004sf,J,Greece,The Netherlands,6
6769,2004,sf,2004sf,J,Greece,Ukraine,7
6770,2004,sf,2004sf,J,Iceland,Albania,4
6771,2004,sf,2004sf,J,Iceland,Belarus,1
6772,2004,sf,2004sf,J,Iceland,Cyprus,8
6773,2004,sf,2004sf,J,Iceland,Denmark,12
6774,2004,sf,2004sf,J,Iceland,Estonia,7
6775,2004,sf,2004sf,J,Iceland,Finland,3
6776,2004,sf,2004sf,J,Iceland,Greece,6
6777,2004,sf,2004sf,J,Iceland,Malta,2
6778,2004,sf,2004sf,J,Iceland,The Netherlands,5
6779,2004,sf,2004sf,J,Iceland,Ukraine,10
6780,2004,sf,2004sf,J,Ireland,Albania,5
6781,2004,sf,2004sf,J,Ireland,Bosnia & Herzegovina,7
6782,2004,sf,2004sf,J,Ireland,Cyprus,8
6783,2004,sf,2004sf,J,Ireland,Greece,2
6784,2004,sf,2004sf,J,Ireland,Latvia,4
6785,2004,sf,2004sf,J,Ireland,Lithuania,3
6786,2004,sf,2004sf,J,Ireland,Malta,1
6787,2004,sf,2004sf,J,Ireland,Serbia & Montenegro,6
6788,2004,sf,2004sf,J,Ireland,The Netherlands,12
6789,2004,sf,2004sf,J,Ireland,Ukraine,10
6790,2004,sf,2004sf,J,Israel,Albania,4
6791,2004,sf,2004sf,J,Israel,Cyprus,3
6792,2004,sf,2004sf,J,Israel,Denmark,5
6793,2004,sf,2004sf,J,Israel,Greece,12
6794,2004,sf,2004sf,J,Israel,Latvia,2
6795,2004,sf,2004sf,J,Israel,Lithuania,1
6796,2004,sf,2004sf,J,Israel,Malta,6
6797,2004,sf,2004sf,J,Israel,Serbia & Montenegro,8
6798,2004,sf,2004sf,J,Israel,The Netherlands,7
6799,2004,sf,2004sf,J,Israel,Ukraine,10
6800,2004,sf,2004sf,J,Latvia,Albania,5
6801,2004,sf,2004sf,J,Latvia,Croatia,1
6802,2004,sf,2004sf,J,Latvia,Cyprus,3
6803,2004,sf,2004sf,J,Latvia,Estonia,12
6804,2004,sf,2004sf,J,Latvia,Greece,6
6805,2004,sf,2004sf,J,Latvia,Lithuania,8
6806,2004,sf,2004sf,J,Latvia,Malta,7
6807,2004,sf,2004sf,J,Latvia,Serbia & Montenegro,4
6808,2004,sf,2004sf,J,Latvia,The Netherlands,2
6809,2004,sf,2004sf,J,Latvia,Ukraine,10
6810,2004,sf,2004sf,J,Lithuania,Belarus,2
6811,2004,sf,2004sf,J,Lithuania,Croatia,3
6812,2004,sf,2004sf,J,Lithuania,Cyprus,4
6813,2004,sf,2004sf,J,Lithuania,Estonia,10
6814,2004,sf,2004sf,J,Lithuania,Greece,8
6815,2004,sf,2004sf,J,Lithuania,Latvia,6
6816,2004,sf,2004sf,J,Lithuania,Malta,7
6817,2004,sf,2004sf,J,Lithuania,Serbia & Montenegro,1
6818,2004,sf,2004sf,J,Lithuania,The Netherlands,5
6819,2004,sf,2004sf,J,Lithuania,Ukraine,12
6820,2004,sf,2004sf,J,Malta,Albania,8
6821,2004,sf,2004sf,J,Malta,Cyprus,5
6822,2004,sf,2004sf,J,Malta,Denmark,2
6823,2004,sf,2004sf,J,Malta,North Macedonia,1
6824,2004,sf,2004sf,J,Malta,Greece,12
6825,2004,sf,2004sf,J,Malta,Israel,6
6826,2004,sf,2004sf,J,Malta,Lithuania,3
6827,2004,sf,2004sf,J,Malta,Serbia & Montenegro,4
6828,2004,sf,2004sf,J,Malta,The Netherlands,7
6829,2004,sf,2004sf,J,Malta,Ukraine,10
6830,2004,sf,2004sf,J,Monaco,Albania,3
6831,2004,sf,2004sf,J,Monaco,Cyprus,12
6832,2004,sf,2004sf,J,Monaco,Denmark,10
6833,2004,sf,2004sf,J,Monaco,Finland,6
6834,2004,sf,2004sf,J,Monaco,Greece,4
6835,2004,sf,2004sf,J,Monaco,Latvia,2
6836,2004,sf,2004sf,J,Monaco,Portugal,1
6837,2004,sf,2004sf,J,Monaco,Serbia & Montenegro,7
6838,2004,sf,2004sf,J,Monaco,The Netherlands,8
6839,2004,sf,2004sf,J,Monaco,Ukraine,5
6840,2004,sf,2004sf,J,Norway,Albania,8
6841,2004,sf,2004sf,J,Norway,Bosnia & Herzegovina,12
6842,2004,sf,2004sf,J,Norway,Cyprus,4
6843,2004,sf,2004sf,J,Norway,Denmark,6
6844,2004,sf,2004sf,J,Norway,Estonia,1
6845,2004,sf,2004sf,J,Norway,Finland,3
6846,2004,sf,2004sf,J,Norway,Greece,5
6847,2004,sf,2004sf,J,Norway,Serbia & Montenegro,10
6848,2004,sf,2004sf,J,Norway,The Netherlands,2
6849,2004,sf,2004sf,J,Norway,Ukraine,7
6850,2004,sf,2004sf,J,Portugal,Albania,2
6851,2004,sf,2004sf,J,Portugal,Croatia,1
6852,2004,sf,2004sf,J,Portugal,Cyprus,3
6853,2004,sf,2004sf,J,Portugal,Estonia,5
6854,2004,sf,2004sf,J,Portugal,Greece,8
6855,2004,sf,2004sf,J,Portugal,Israel,7
6856,2004,sf,2004sf,J,Portugal,Malta,4
6857,2004,sf,2004sf,J,Portugal,Serbia & Montenegro,10
6858,2004,sf,2004sf,J,Portugal,The Netherlands,6
6859,2004,sf,2004sf,J,Portugal,Ukraine,12
6860,2004,sf,2004sf,J,Romania,Albania,6
6861,2004,sf,2004sf,J,Romania,Cyprus,1
6862,2004,sf,2004sf,J,Romania,Denmark,2
6863,2004,sf,2004sf,J,Romania,North Macedonia,4
6864,2004,sf,2004sf,J,Romania,Greece,12
6865,2004,sf,2004sf,J,Romania,Israel,5
6866,2004,sf,2004sf,J,Romania,Portugal,8
6867,2004,sf,2004sf,J,Romania,Serbia & Montenegro,10
6868,2004,sf,2004sf,J,Romania,The Netherlands,3
6869,2004,sf,2004sf,J,Romania,Ukraine,7
6870,2004,sf,2004sf,J,Serbia & Montenegro,Albania,6
6871,2004,sf,2004sf,J,Serbia & Montenegro,Bosnia & Herzegovina,7
6872,2004,sf,2004sf,J,Serbia & Montenegro,Croatia,5
6873,2004,sf,2004sf,J,Serbia & Montenegro,Cyprus,2
6874,2004,sf,2004sf,J,Serbia & Montenegro,Estonia,4
6875,2004,sf,2004sf,J,Serbia & Montenegro,North Macedonia,12
6876,2004,sf,2004sf,J,Serbia & Montenegro,Greece,10
6877,2004,sf,2004sf,J,Serbia & Montenegro,Israel,3
6878,2004,sf,2004sf,J,Serbia & Montenegro,The Netherlands,1
6879,2004,sf,2004sf,J,Serbia & Montenegro,Ukraine,8
6880,2004,sf,2004sf,J,Slovenia,Albania,5
6881,2004,sf,2004sf,J,Slovenia,Bosnia & Herzegovina,10
6882,2004,sf,2004sf,J,Slovenia,Croatia,7
6883,2004,sf,2004sf,J,Slovenia,Cyprus,3
6884,2004,sf,2004sf,J,Slovenia,North Macedonia,6
6885,2004,sf,2004sf,J,Slovenia,Greece,4
6886,2004,sf,2004sf,J,Slovenia,Malta,1
6887,2004,sf,2004sf,J,Slovenia,Serbia & Montenegro,12
6888,2004,sf,2004sf,J,Slovenia,The Netherlands,2
6889,2004,sf,2004sf,J,Slovenia,Ukraine,8
6890,2004,sf,2004sf,J,Spain,Albania,2
6891,2004,sf,2004sf,J,Spain,Andorra,12
6892,2004,sf,2004sf,J,Spain,Cyprus,1
6893,2004,sf,2004sf,J,Spain,Finland,3
6894,2004,sf,2004sf,J,Spain,Greece,7
6895,2004,sf,2004sf,J,Spain,Israel,4
6896,2004,sf,2004sf,J,Spain,Portugal,6
6897,2004,sf,2004sf,J,Spain,Serbia & Montenegro,8
6898,2004,sf,2004sf,J,Spain,The Netherlands,5
6899,2004,sf,2004sf,J,Spain,Ukraine,10
6900,2004,sf,2004sf,J,Sweden,Albania,7
6901,2004,sf,2004sf,J,Sweden,Bosnia & Herzegovina,10
6902,2004,sf,2004sf,J,Sweden,Cyprus,3
6903,2004,sf,2004sf,J,Sweden,Denmark,5
6904,2004,sf,2004sf,J,Sweden,Estonia,1
6905,2004,sf,2004sf,J,Sweden,North Macedonia,2
6906,2004,sf,2004sf,J,Sweden,Finland,8
6907,2004,sf,2004sf,J,Sweden,Greece,4
6908,2004,sf,2004sf,J,Sweden,Serbia & Montenegro,12
6909,2004,sf,2004sf,J,Sweden,Ukraine,6
6910,2004,sf,2004sf,J,Switzerland,Albania,10
6911,2004,sf,2004sf,J,Switzerland,Bosnia & Herzegovina,8
6912,2004,sf,2004sf,J,Switzerland,Croatia,6
6913,2004,sf,2004sf,J,Switzerland,Cyprus,1
6914,2004,sf,2004sf,J,Switzerland,North Macedonia,5
6915,2004,sf,2004sf,J,Switzerland,Greece,3
6916,2004,sf,2004sf,J,Switzerland,Portugal,7
6917,2004,sf,2004sf,J,Switzerland,Serbia & Montenegro,12
6918,2004,sf,2004sf,J,Switzerland,The Netherlands,4
6919,2004,sf,2004sf,J,Switzerland,Ukraine,2
6920,2004,sf,2004sf,J,The Netherlands,Albania,5
6921,2004,sf,2004sf,J,The Netherlands,Bosnia & Herzegovina,8
6922,2004,sf,2004sf,J,The Netherlands,Croatia,4
6923,2004,sf,2004sf,J,The Netherlands,Cyprus,10
6924,2004,sf,2004sf,J,The Netherlands,North Macedonia,1
6925,2004,sf,2004sf,J,The Netherlands,Greece,6
6926,2004,sf,2004sf,J,The Netherlands,Israel,2
6927,2004,sf,2004sf,J,The Netherlands,Malta,3
6928,2004,sf,2004sf,J,The Netherlands,Serbia & Montenegro,12
6929,2004,sf,2004sf,J,The Netherlands,Ukraine,7
6930,2004,sf,2004sf,J,Turkey,Albania,6
6931,2004,sf,2004sf,J,Turkey,Bosnia & Herzegovina,10
6932,2004,sf,2004sf,J,Turkey,Cyprus,5
6933,2004,sf,2004sf,J,Turkey,Denmark,1
6934,2004,sf,2004sf,J,Turkey,North Macedonia,3
6935,2004,sf,2004sf,J,Turkey,Greece,12
6936,2004,sf,2004sf,J,Turkey,Israel,4
6937,2004,sf,2004sf,J,Turkey,Serbia & Montenegro,7
6938,2004,sf,2004sf,J,Turkey,The Netherlands,2
6939,2004,sf,2004sf,J,Turkey,Ukraine,8
6940,2004,sf,2004sf,J,Ukraine,Albania,1
6941,2004,sf,2004sf,J,Ukraine,Belarus,5
6942,2004,sf,2004sf,J,Ukraine,Croatia,8
6943,2004,sf,2004sf,J,Ukraine,Cyprus,7
6944,2004,sf,2004sf,J,Ukraine,Estonia,3
6945,2004,sf,2004sf,J,Ukraine,North Macedonia,6
6946,2004,sf,2004sf,J,Ukraine,Greece,10
6947,2004,sf,2004sf,J,Ukraine,Malta,2
6948,2004,sf,2004sf,J,Ukraine,Serbia & Montenegro,12
6949,2004,sf,2004sf,J,Ukraine,The Netherlands,4
6950,2004,sf,2004sf,J,United Kingdom,Albania,6
6951,2004,sf,2004sf,J,United Kingdom,Bosnia & Herzegovina,4
6952,2004,sf,2004sf,J,United Kingdom,Cyprus,10
6953,2004,sf,2004sf,J,United Kingdom,Estonia,1
6954,2004,sf,2004sf,J,United Kingdom,Greece,12
6955,2004,sf,2004sf,J,United Kingdom,Israel,2
6956,2004,sf,2004sf,J,United Kingdom,Malta,5
6957,2004,sf,2004sf,J,United Kingdom,Serbia & Montenegro,8
6958,2004,sf,2004sf,J,United Kingdom,The Netherlands,3
6959,2004,sf,2004sf,J,United Kingdom,Ukraine,7
6960,2005,f,2005f,J,Albania,Croatia,2
6961,2005,f,2005f,J,Albania,Cyprus,7
6962,2005,f,2005f,J,Albania,North Macedonia,10
6963,2005,f,2005f,J,Albania,France,1
6964,2005,f,2005f,J,Albania,Greece,12
6965,2005,f,2005f,J,Albania,Israel,3
6966,2005,f,2005f,J,Albania,Malta,4
6967,2005,f,2005f,J,Albania,Romania,5
6968,2005,f,2005f,J,Albania,Serbia & Montenegro,6
6969,2005,f,2005f,J,Albania,Turkey,8
6970,2005,f,2005f,J,Andorra,Denmark,3
6971,2005,f,2005f,J,Andorra,France,5
6972,2005,f,2005f,J,Andorra,Greece,4
6973,2005,f,2005f,J,Andorra,Hungary,6
6974,2005,f,2005f,J,Andorra,Israel,8
6975,2005,f,2005f,J,Andorra,Latvia,10
6976,2005,f,2005f,J,Andorra,Norway,2
6977,2005,f,2005f,J,Andorra,Romania,7
6978,2005,f,2005f,J,Andorra,Spain,12
6979,2005,f,2005f,J,Andorra,Switzerland,1
