Country,Year,Stage,Edition,Odd
Luxembourg,2025,f,2025f,0.20161290322580644
Serbia,2025,f,2025f,0.0
Croatia,2025,f,2025f,0.0
Iceland,2025,f,2025f,0.0
Montenegro,2025,f,2025f,0.0
Sweden,2025,sf1,2025sf1,1.0
Estonia,2025,sf1,2025sf1,0.8609958506224068
Netherlands,2025,sf1,2025sf1,0.8143153526970955
Ukraine,2025,sf1,2025sf1,0.8039419087136931
Poland,2025,sf1,2025sf1,0.6742738589211619
Albania,2025,sf1,2025sf1,0.6742738589211619
Belgium,2025,sf1,2025sf1,0.4927385892116183
Cyprus,2025,sf1,2025sf1,0.6742738589211619
Norway,2025,sf1,2025sf1,0.4927385892116183
San Marino,2025,sf1,2025sf1,0.6483402489626556
Croatia,2025,sf1,2025sf1,0.0
Azerbaijan,2025,sf1,2025sf1,0.9336099585062242
Slovenia,2025,sf1,2025sf1,0.9336099585062242
Iceland,2025,sf1,2025sf1,0.9336099585062242
Portugal,2025,sf1,2025sf1,0.9336099585062242
Israel,2025,sf2,2025sf2,1.0
Austria,2025,sf2,2025sf2,0.9970716835813711
Finland,2025,sf2,2025sf2,0.9938224557743993
Malta,2025,sf2,2025sf2,0.9306430261943921
Greece,2025,sf2,2025sf2,0.9266316338401059
Australia,2025,sf2,2025sf2,0.8464037867543824
Czechia,2025,sf2,2025sf2,0.9426772032572506
Lithuania,2025,sf2,2025sf2,0.8784949255886718
Latvia,2025,sf2,2025sf2,0.9948253038629709
Denmark,2025,sf2,2025sf2,0.9266316338401059
Ireland,2025,sf2,2025sf2,0.8865177102972441
Luxembourg,2025,sf2,2025sf2,0.6819367002286494
Armenia,2025,sf2,2025sf2,0.8062898632115207
Montenegro,2025,sf2,2025sf2,0.6017088531429259
Serbia,2025,sf2,2025sf2,0.6017088531429259
Georgia,2025,sf2,2025sf2,0.0
