,Year,Stage,Rank,Country,Score,Edition
451,2023,sf2,10.0,Iceland,0.3492577315999234,2023sf2
452,2023,sf2,11.0,Albania,0.2388137628569937,2023sf2
453,2023,sf2,12.0,Poland,0.2351241754990515,2023sf2
454,2023,sf2,13.0,Denmark,0.1606884909239632,2023sf2
455,2023,sf2,14.0,Greece,0.0741398214378948,2023sf2
456,2023,sf2,15.0,Romania,0.0172818879548895,2023sf2
457,2023,sf2,16.0,SanMarino,0.0,2023sf2
458,2023,f,1.0,Finland,1.0,2023f
459,2023,f,2.0,Sweden,0.8608821366068937,2023f
460,2023,f,3.0,Norway,0.4840337839551576,2023f
461,2023,f,4.0,Austria,0.4776168615415832,2023f
462,2023,f,5.0,Israel,0.468486062850331,2023f
463,2023,f,6.0,France,0.4291221751591548,2023f
464,2023,f,7.0,Armenia,0.3057295761787607,2023f
465,2023,f,8.0,Spain,0.3020772567022598,2023f
466,2023,f,9.0,Slovenia,0.2778552768407436,2023f
467,2023,f,10.0,Czechia,0.2578689730387805,2023f
468,2023,f,11.0,Italy,0.2153853957947599,2023f
469,2023,f,12.0,Australia,0.1380272402160955,2023f
470,2023,f,13.0,Estonia,0.1356938138838866,2023f
471,2023,f,14.0,Portugal,0.1095188576356304,2023f
472,2023,f,15.0,Serbia,0.1068049813579526,2023f
473,2023,f,16.0,Belgium,0.1048266416415147,2023f
474,2023,f,17.0,Cyprus,0.0931087833210743,2023f
475,2023,f,18.0,UnitedKingdom,0.0899637304385319,2023f
476,2023,f,19.0,Switzerland,0.0863114109620311,2023f
477,2023,f,20.0,Moldova,0.0592994648337433,2023f
478,2023,f,21.0,Lithuania,0.0448170035762294,2023f
479,2023,f,22.0,Germany,0.0432191138052603,2023f
480,2023,f,23.0,Albania,0.0056560225226367,2023f
481,2023,f,24.0,Ukraine,0.0054784792147513,2023f
482,2023,f,25.0,Croatia,0.0025616962994901,2023f
483,2023,f,26.0,Poland,0.0,2023f
484,2024,f,1.0,Switzerland,1.0,2024f
485,2024,f,2.0,Croatia,0.9248570576917866,2024f
486,2024,f,3.0,Ukraine,0.7904777389372137,2024f
487,2024,f,4.0,Ireland,0.6854998238625586,2024f
488,2024,f,5.0,Italy,0.6058857003495651,2024f
489,2024,f,6.0,France,0.5007180987995556,2024f
490,2024,f,7.0,Greece,0.3922445329647996,2024f
491,2024,f,8.0,Lithuania,0.3750101617754654,2024f
492,2024,f,9.0,Norway,0.3049345581660028,2024f
493,2024,f,10.0,Austria,0.26222800314337585,2024f
494,2024,f,11.0,Georgia,0.26103568815543454,2024f
495,2024,f,12.0,Israel,0.2582445871609354,2024f
496,2024,f,13.0,Spain,0.21187979297076118,2024f
497,2024,f,14.0,Sweden,0.20190770398070618,2024f
498,2024,f,15.0,Portugal,0.1904181231878167,2024f
499,2024,f,16.0,Armenia,0.1840771752974013,2024f
500,2024,f,17.0,Slovenia,0.15313118174674145,2024f
501,2024,f,18.0,United Kingdom,0.10123838170338455,2024f
502,2024,f,19.0,Luxembourg,0.0896675067067718,2024f
503,2024,f,20.0,Cyprus,0.0876622496815977,2024f
504,2024,f,21.0,Serbia,0.08015608487114868,2024f
505,2024,f,22.0,Estonia,0.07909926022274612,2024f
506,2024,f,23.0,Finland,0.07021109394900144,2024f
507,2024,f,24.0,Germany,0.03766631439178387,2024f
508,2024,f,25.0,Latvia,0.0,2024f
509,2024,sf1,1.0,Ukraine,1.0,2024sf1
510,2024,sf1,2.0,Croatia,0.9740483832004694,2024sf1
511,2024,sf1,3.0,Lithuania,0.8130068675156158,2024sf1
512,2024,sf1,4.0,Ireland,0.7003658073644615,2024sf1
513,2024,sf1,5.0,Slovenia,0.46728439797080445,2024sf1
514,2024,sf1,6.0,Serbia,0.43822686958622353,2024sf1
515,2024,sf1,7.0,Portugal,0.430945232425717,2024sf1
516,2024,sf1,8.0,Cyprus,0.40225006039272526,2024sf1
517,2024,sf1,9.0,Luxembourg,0.38114711667874523,2024sf1
518,2024,sf1,10.0,Poland,0.27735790454498394,2024sf1
519,2024,sf1,11.0,Finland,0.2276115539910964,2024sf1
520,2024,sf1,12.0,Australia,0.1454256824377955,2024sf1
521,2024,sf1,13.0,Azerbaijan,0.09153811643717431,2024sf1
522,2024,sf1,14.0,Moldova,0.009507540463125928,2024sf1
523,2024,sf1,15.0,Iceland,0.0,2024sf1
524,2024,sf2,1.0,Switzerland,1.0,2024sf2
525,2024,sf2,2.0,Netherlands,0.691435330132888,2024sf2
526,2024,sf2,3.0,Greece,0.6238781047797954,2024sf2
527,2024,sf2,4.0,Austria,0.5873164962081681,2024sf2
528,2024,sf2,5.0,Norway,0.5748973770263689,2024sf2
529,2024,sf2,6.0,Georgia,0.4568113824532109,2024sf2
530,2024,sf2,7.0,Belgium,0.4449836498991164,2024sf2
531,2024,sf2,8.0,Armenia,0.39763793223405,2024sf2
532,2024,sf2,9.0,Israel,0.3077819522716204,2024sf2
533,2024,sf2,10.0,Malta,0.2502956933138524,2024sf2
534,2024,sf2,11.0,Czechia,0.23707646281221736,2024sf2
535,2024,sf2,12.0,Denmark,0.21042927711681625,2024sf2
536,2024,sf2,13.0,Estonia,0.1918179920684617,2024sf2
537,2024,sf2,14.0,Latvia,0.06708759479579768,2024sf2
538,2024,sf2,15.0,San Marino,0.06298267585055312,2024sf2
539,2024,sf2,16.0,Albania,0.0,2024sf2
540,2025,sf1,1.0,Sweden,1.0,2025sf1
541,2025,sf1,2.0,Albania,0.8487661286837266,2025sf1
542,2025,sf1,3.0,Norway,0.6183570471603432,2025sf1
543,2025,sf1,4.0,Poland,0.5139233698444635,2025sf1
544,2025,sf1,5.0,Netherlands,0.4980239811377835,2025sf1
545,2025,sf1,6.0,Belgium,0.21361172069705686,2025sf1
546,2025,sf1,7.0,Estonia,0.25082714276796303,2025sf1
547,2025,sf1,8.0,Ukraine,0.22437778215292417,2025sf1
548,2025,sf1,9.0,Portugal,0.08343457528799934,2025sf1
549,2025,sf1,10.0,Azerbaijan,0.07180415564209809,2025sf1
550,2025,sf1,11.0,San Marino,0.1441797480876075,2025sf1
551,2025,sf1,12.0,Iceland,0.10260411914697451,2025sf1
552,2025,sf1,13.0,Croatia,0.007058925218610592,2025sf1
553,2025,sf1,14.0,Slovenia,0.0,2025sf1
554,2025,sf1,15.0,Cyprus,0.11988167896776424,2025sf1
555,2025,sf2,1.0,Austria,1.0,2025sf2
556,2025,sf2,2.0,Finland,0.8843249839773136,2025sf2
557,2025,sf2,3.0,Malta,0.6272640275326818,2025sf2
558,2025,sf2,4.0,Greece,0.5081298671653454,2025sf2
559,2025,sf2,5.0,Lithuania,0.2944881958894127,2025sf2
560,2025,sf2,6.0,Australia,0.2682504982396994,2025sf2
561,2025,sf2,7.0,Denmark,0.2522673198654972,2025sf2
562,2025,sf2,8.0,Israel,0.21873381269699124,2025sf2
563,2025,sf2,9.0,Latvia,0.21360216328214854,2025sf2
564,2025,sf2,10.0,Luxembourg,0.20319400180858815,2025sf2
565,2025,sf2,11.0,Czechia,0.32204282666526196,2025sf2
566,2025,sf2,12.0,Armenia,0.09971817631100692,2025sf2
567,2025,sf2,13.0,Ireland,0.11840984714796182,2025sf2
568,2025,sf2,14.0,Montenegro,0.09307205380110797,2025sf2
569,2025,sf2,15.0,Serbia,0.014293114195661144,2025sf2
570,2025,sf2,16.0,Georgia,0.0,2025sf2
571,2025,f,1.0,France,1.0,2025f
572,2025,f,2.0,Germany,0.9406982659939798,2025f
573,2025,f,3.0,Italy,0.3168058676389537,2025f
574,2025,f,4.0,Spain,0.5374570738118455,2025f
575,2025,f,5.0,United Kingdom,0.0,2025f
576,2025,f,6.0,Switzerland,0.6047293000381566,2025f
577,2025,f,,,,2025f
578,2025,f,,,,2025f
579,2025,f,,,,2025f
580,2025,f,,,,2025f
581,2025,f,,,,2025f
582,2025,f,,,,2025f
583,2025,f,,,,2025f
584,2025,f,,,,2025f
585,2025,f,,,,2025f
586,2025,f,,,,2025f
587,2025,f,,,,2025f
588,2025,f,,,,2025f
589,2025,f,,,,2025f
590,2025,f,,,,2025f
591,2025,f,,,,2025f
592,2025,f,,,,2025f
593,2025,f,,,,2025f
594,2025,f,,,,2025f
595,2025,f,,,,2025f
596,2025,f,,,,2025f
